std_sample_name	gse_id	gsm_id	srr_id	organism	bio_rep	tech_rep	sample_index	download_job_id	download_end_status	download_read_written_status	download_present	antibody_target	restriction_enzyme	sample_name	download_log	download_output
MB157-pInd20EBF1-10dox.GSE173843.Homo_Sapiens.SMC1A.b1	GSE173843	GSM5281678	SRR14421716	Homo_Sapiens	1	1	212	5027285	1	1	0	SMC1A	MboI	MB157-pInd20EBF1-10dox	results/fastqs/raw/logs/download_srr_fastqs.o5027285-212	results/fastqs/raw/MB157-pInd20EBF1-10dox.GSE173843.Homo_Sapiens.SMC1A.b1/SRR14421716_2.fastq.gz
MB157-pInd20TCF1-10dox.GSE173843.Homo_Sapiens.SMC1A.b1	GSE173843	GSM5281679	SRR14421717	Homo_Sapiens	1	1	213	5027285	1	1	0	SMC1A	MboI	MB157-pInd20TCF1-10dox	results/fastqs/raw/logs/download_srr_fastqs.o5027285-213	results/fastqs/raw/MB157-pInd20TCF1-10dox.GSE173843.Homo_Sapiens.SMC1A.b1/SRR14421717_2.fastq.gz
DND41-DMSO.GSE173871.Homo_Sapiens.SMC1A.b1	GSE173871	GSM5282162	SRR14423662	Homo_Sapiens	1	1	214	5027285	1	1	0	SMC1A	MboI	DND41-DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-214	results/fastqs/raw/DND41-DMSO.GSE173871.Homo_Sapiens.SMC1A.b1/SRR14423662_2.fastq.gz
DND41-DMSO.GSE173871.Homo_Sapiens.SMC1A.b2	GSE173871	GSM5282163	SRR14423663	Homo_Sapiens	2	1	215	5027285	1	1	0	SMC1A	MboI	DND41-DMSO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-215	results/fastqs/raw/DND41-DMSO.GSE173871.Homo_Sapiens.SMC1A.b2/SRR14423663_2.fastq.gz
DND41-Resistant.GSE173871.Homo_Sapiens.SMC1A.b1	GSE173871	GSM5282164	SRR14423664	Homo_Sapiens	1	1	216	5027285	1	1	0	SMC1A	MboI	DND41-Resistant	results/fastqs/raw/logs/download_srr_fastqs.o5027285-216	results/fastqs/raw/DND41-Resistant.GSE173871.Homo_Sapiens.SMC1A.b1/SRR14423664_2.fastq.gz
DND41-Resistant.GSE173871.Homo_Sapiens.SMC1A.b2	GSE173871	GSM5282165	SRR14423665	Homo_Sapiens	2	1	217	5028246	1	1	0	SMC1A	MboI	DND41-Resistant	results/fastqs/raw/logs/download_srr_fastqs.o5028246-217	results/fastqs/raw/DND41-Resistant.GSE173871.Homo_Sapiens.SMC1A.b2/SRR14423665_2.fastq.gz
T47D-T30.GSE179666.Homo_Sapiens.PR.b1	GSE179666	GSM5425945	SRR15064551	Homo_Sapiens	1	1	218	5027285	1	1	0	PR	MNase	T47D-T30	results/fastqs/raw/logs/download_srr_fastqs.o5027285-218	results/fastqs/raw/T47D-T30.GSE179666.Homo_Sapiens.PR.b1/SRR15064551_2.fastq.gz
T47D-T0.GSE179666.Homo_Sapiens.PR.b1	GSE179666	GSM5425946	SRR15064552	Homo_Sapiens	1	1	219	5027285	1	1	0	PR	MNase	T47D-T0	results/fastqs/raw/logs/download_srr_fastqs.o5027285-219	results/fastqs/raw/T47D-T0.GSE179666.Homo_Sapiens.PR.b1/SRR15064552_2.fastq.gz
DTC1-WT.GSE180194.Homo_Sapiens.H3K27ac.b1	GSE180194	GSM5455278	SRR15163183	Homo_Sapiens	1	1	220	5027285	1	1	0	H3K27ac	MboI	DTC1-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-220	results/fastqs/raw/DTC1-WT.GSE180194.Homo_Sapiens.H3K27ac.b1/SRR15163183_2.fastq.gz
SUCCS1-WT.GSE180194.Homo_Sapiens.H3K27ac.b1	GSE180194	GSM5455279	SRR15163184	Homo_Sapiens	1	1	221	5027285	1	1	0	H3K27ac	MboI	SUCCS1-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-221	results/fastqs/raw/SUCCS1-WT.GSE180194.Homo_Sapiens.H3K27ac.b1/SRR15163184_2.fastq.gz
SUCCS1-siCTRL.GSE180194.Homo_Sapiens.H3K27ac.b1	GSE180194	GSM5455280	SRR15163185	Homo_Sapiens	1	1	222	5027285	1	1	0	H3K27ac	MboI	SUCCS1-siCTRL	results/fastqs/raw/logs/download_srr_fastqs.o5027285-222	results/fastqs/raw/SUCCS1-siCTRL.GSE180194.Homo_Sapiens.H3K27ac.b1/SRR15163185_2.fastq.gz
SUCCS1-siEA.GSE180194.Homo_Sapiens.H3K27ac.b1	GSE180194	GSM5455281	SRR15163186	Homo_Sapiens	1	1	223	5027285	1	1	0	H3K27ac	MboI	SUCCS1-siEA	results/fastqs/raw/logs/download_srr_fastqs.o5027285-223	results/fastqs/raw/SUCCS1-siEA.GSE180194.Homo_Sapiens.H3K27ac.b1/SRR15163186_2.fastq.gz
hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b1	GSE181971	GSM5515076	SRR15425303	Homo_Sapiens	1	1	224	5027285	1	1	0	SMC1A	MboI	hESC-AHDC1-GIBBIN-KO	results/fastqs/raw/logs/download_srr_fastqs.o5027285-224	results/fastqs/raw/hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b1/SRR15425303_2.fastq.gz
hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b2	GSE181971	GSM5515077	SRR15425304	Homo_Sapiens	2	1	225	5028246	1	1	0	SMC1A	MboI	hESC-AHDC1-GIBBIN-KO	results/fastqs/raw/logs/download_srr_fastqs.o5028246-225	results/fastqs/raw/hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b2/SRR15425304_2.fastq.gz
hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b3	GSE181971	GSM5515078	SRR15425305	Homo_Sapiens	3	1	226	5028246	1	1	0	SMC1A	MboI	hESC-AHDC1-GIBBIN-KO	results/fastqs/raw/logs/download_srr_fastqs.o5028246-226	results/fastqs/raw/hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b3/SRR15425305_2.fastq.gz
hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b1	GSE181971	GSM5515079	SRR15425306	Homo_Sapiens	1	1	227	5028246	1	1	0	SMC1A	MboI	hESC-WT	results/fastqs/raw/logs/download_srr_fastqs.o5028246-227	results/fastqs/raw/hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b1/SRR15425306_2.fastq.gz
hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b2	GSE181971	GSM5515080	SRR15425307	Homo_Sapiens	2	1	228	5027285	1	1	0	SMC1A	MboI	hESC-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-228	results/fastqs/raw/hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b2/SRR15425307_2.fastq.gz
hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b3	GSE181971	GSM5515081	SRR15425308	Homo_Sapiens	3	1	229	5027285	1	1	0	SMC1A	MboI	hESC-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-229	results/fastqs/raw/hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b3/SRR15425308_2.fastq.gz
OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b1	GSE183797	GSM5571212	SRR15831064	Homo_Sapiens	1	1	230	5027285	1	1	0	H3K27ac	MboI	OCI-Ly7-Control	results/fastqs/raw/logs/download_srr_fastqs.o5027285-230	results/fastqs/raw/OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b1/SRR15831064_2.fastq.gz
OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b2	GSE183797	GSM5571213	SRR15831065	Homo_Sapiens	2	1	231	5027285	1	1	0	H3K27ac	MboI	OCI-Ly7-Control	results/fastqs/raw/logs/download_srr_fastqs.o5027285-231	results/fastqs/raw/OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b2/SRR15831065_2.fastq.gz
OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b3	GSE183797	GSM5571214	SRR15831066	Homo_Sapiens	3	1	232	5027285	1	1	0	H3K27ac	MboI	OCI-Ly7-Control	results/fastqs/raw/logs/download_srr_fastqs.o5027285-232	results/fastqs/raw/OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b3/SRR15831066_2.fastq.gz
OCI-Ly7-OCABi.GSE183797.Homo_Sapiens.H3K27ac.b1	GSE183797	GSM5571215	SRR15831067	Homo_Sapiens	1	1	233	5027285	1	1	0	H3K27ac	MboI	OCI-Ly7-OCABi	results/fastqs/raw/logs/download_srr_fastqs.o5027285-233	results/fastqs/raw/OCI-Ly7-OCABi.GSE183797.Homo_Sapiens.H3K27ac.b1/SRR15831067_2.fastq.gz
OCI-Ly7-OCABi.GSE183797.Homo_Sapiens.H3K27ac.b2	GSE183797	GSM5571216	SRR15831068	Homo_Sapiens	2	1	234	5027285	1	1	0	H3K27ac	MboI	OCI-Ly7-OCABi	results/fastqs/raw/logs/download_srr_fastqs.o5027285-234	results/fastqs/raw/OCI-Ly7-OCABi.GSE183797.Homo_Sapiens.H3K27ac.b2/SRR15831068_2.fastq.gz
THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b1	GSE188380	GSM5678428	SRR16849263	Homo_Sapiens	1	1	235	5027285	1	1	0	CTCF	MboI	THP1-CTRL	results/fastqs/raw/logs/download_srr_fastqs.o5027285-235	results/fastqs/raw/THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b1/SRR16849263_2.fastq.gz
THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b2	GSE188380	GSM5678429	SRR16849264	Homo_Sapiens	2	1	236	5027285	1	1	0	CTCF	MboI	THP1-CTRL	results/fastqs/raw/logs/download_srr_fastqs.o5027285-236	results/fastqs/raw/THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b2/SRR16849264_2.fastq.gz
THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b3	GSE188380	GSM5678430	SRR16849265	Homo_Sapiens	3	1	237	5028246	1	1	0	CTCF	MboI	THP1-CTRL	results/fastqs/raw/logs/download_srr_fastqs.o5028246-237	results/fastqs/raw/THP1-CTRL.GSE188380.Homo_Sapiens.CTCF.b3/SRR16849265_2.fastq.gz
THP1-125D.GSE188380.Homo_Sapiens.CTCF.b1	GSE188380	GSM5678431	SRR16849266	Homo_Sapiens	1	1	238	5028246	1	1	0	CTCF	MboI	THP1-125D	results/fastqs/raw/logs/download_srr_fastqs.o5028246-238	results/fastqs/raw/THP1-125D.GSE188380.Homo_Sapiens.CTCF.b1/SRR16849266_2.fastq.gz
THP1-125D.GSE188380.Homo_Sapiens.CTCF.b2	GSE188380	GSM5678432	SRR16849267	Homo_Sapiens	2	1	239	5028246	1	1	0	CTCF	MboI	THP1-125D	results/fastqs/raw/logs/download_srr_fastqs.o5028246-239	results/fastqs/raw/THP1-125D.GSE188380.Homo_Sapiens.CTCF.b2/SRR16849267_2.fastq.gz
THP1-125D.GSE188380.Homo_Sapiens.CTCF.b3	GSE188380	GSM5678433	SRR16849268	Homo_Sapiens	3	1	240	5027285	1	1	0	CTCF	MboI	THP1-125D	results/fastqs/raw/logs/download_srr_fastqs.o5027285-240	results/fastqs/raw/THP1-125D.GSE188380.Homo_Sapiens.CTCF.b3/SRR16849268_2.fastq.gz
Retina.GSE196235.Homo_Sapiens.H3K27ac.b2	GSE196235	GSM5866071	SRR17909511	Homo_Sapiens	2	1	241	5027285	1	1	0	H3K27ac	MboI	Retina	results/fastqs/raw/logs/download_srr_fastqs.o5027285-241	results/fastqs/raw/Retina.GSE196235.Homo_Sapiens.H3K27ac.b2/SRR17909511_2.fastq.gz
Retina.GSE196235.Homo_Sapiens.H3K27ac.b1	GSE196235	GSM5866072	SRR17909510	Homo_Sapiens	1	1	242	5027285	1	1	0	H3K27ac	MboI	Retina	results/fastqs/raw/logs/download_srr_fastqs.o5027285-242	results/fastqs/raw/Retina.GSE196235.Homo_Sapiens.H3K27ac.b1/SRR17909510_2.fastq.gz
GM12878.GSE80820.Homo_Sapiens.SMC1A.b1	GSE80820	GSM2138324	SRR3467175	Homo_Sapiens	1	1	243	5027362	1	1	0	SMC1A	MboI	GM12878	results/fastqs/raw/logs/download_srr_fastqs.o5027362-243	results/fastqs/raw/GM12878.GSE80820.Homo_Sapiens.SMC1A.b1/SRR3467175_2.fastq.gz
GM12878.GSE80820.Homo_Sapiens.SMC1A.b1	GSE80820	GSM2138325	SRR3467176	Homo_Sapiens	1	2	244	5027362	1	1	0	SMC1A	MboI	GM12878	results/fastqs/raw/logs/download_srr_fastqs.o5027362-244	results/fastqs/raw/GM12878.GSE80820.Homo_Sapiens.SMC1A.b1/SRR3467176_2.fastq.gz
GM12878.GSE80820.Homo_Sapiens.SMC1A.b2	GSE80820	GSM2138326	SRR3467177	Homo_Sapiens	2	1	245	5028246	1	1	0	SMC1A	MboI	GM12878	results/fastqs/raw/logs/download_srr_fastqs.o5028246-245	results/fastqs/raw/GM12878.GSE80820.Homo_Sapiens.SMC1A.b2/SRR3467177_2.fastq.gz
GM12878.GSE80820.Homo_Sapiens.SMC1A.b2	GSE80820	GSM2138327	SRR3467178	Homo_Sapiens	2	2	246	5027362	1	1	0	SMC1A	MboI	GM12878	results/fastqs/raw/logs/download_srr_fastqs.o5027362-246	results/fastqs/raw/GM12878.GSE80820.Homo_Sapiens.SMC1A.b2/SRR3467178_2.fastq.gz
MDA-MB-231-sgRNA-Ctrl.GSE97585.Homo_Sapiens.H3K27ac.b1	GSE97585	GSM2572593	SRR5442303	Homo_Sapiens	1	1	247	5027362	1	1	0	H3K27ac	MboI	MDA-MB-231-sgRNA-Ctrl	results/fastqs/raw/logs/download_srr_fastqs.o5027362-247	results/fastqs/raw/MDA-MB-231-sgRNA-Ctrl.GSE97585.Homo_Sapiens.H3K27ac.b1/SRR5442303_2.fastq.gz
MDA-MB-231-sgRNA-Ctrl.GSE97585.Homo_Sapiens.H3K27ac.b2	GSE97585	GSM2572594	SRR5442304	Homo_Sapiens	2	1	248	5027362	1	1	0	H3K27ac	MboI	MDA-MB-231-sgRNA-Ctrl	results/fastqs/raw/logs/download_srr_fastqs.o5027362-248	results/fastqs/raw/MDA-MB-231-sgRNA-Ctrl.GSE97585.Homo_Sapiens.H3K27ac.b2/SRR5442304_2.fastq.gz
MDA-MB-231-PVT1sgRNAR3.GSE97585.Homo_Sapiens.H3K27ac.b1	GSE97585	GSM2572595	SRR5442305	Homo_Sapiens	1	1	249	5027362	1	1	0	H3K27ac	MboI	MDA-MB-231-PVT1sgRNAR3	results/fastqs/raw/logs/download_srr_fastqs.o5027362-249	results/fastqs/raw/MDA-MB-231-PVT1sgRNAR3.GSE97585.Homo_Sapiens.H3K27ac.b1/SRR5442305_2.fastq.gz
MDA-MB-231-PVT1sgRNAR3.GSE97585.Homo_Sapiens.H3K27ac.b2	GSE97585	GSM2572596	SRR5442306	Homo_Sapiens	2	1	250	5027362	1	1	0	H3K27ac	MboI	MDA-MB-231-PVT1sgRNAR3	results/fastqs/raw/logs/download_srr_fastqs.o5027362-250	results/fastqs/raw/MDA-MB-231-PVT1sgRNAR3.GSE97585.Homo_Sapiens.H3K27ac.b2/SRR5442306_2.fastq.gz
MDA-MB-231-PVT1sgRNAR2.GSE97585.Homo_Sapiens.H3K27ac.b1	GSE97585	GSM2572597	SRR5442307	Homo_Sapiens	1	1	251	5027362	1	1	0	H3K27ac	MboI	MDA-MB-231-PVT1sgRNAR2	results/fastqs/raw/logs/download_srr_fastqs.o5027362-251	results/fastqs/raw/MDA-MB-231-PVT1sgRNAR2.GSE97585.Homo_Sapiens.H3K27ac.b1/SRR5442307_2.fastq.gz
MDA-MB-231-PVT1sgRNAR2.GSE97585.Homo_Sapiens.H3K27ac.b2	GSE97585	GSM2572598	SRR5442308	Homo_Sapiens	2	1	252	5027362	1	1	0	H3K27ac	MboI	MDA-MB-231-PVT1sgRNAR2	results/fastqs/raw/logs/download_srr_fastqs.o5027362-252	results/fastqs/raw/MDA-MB-231-PVT1sgRNAR2.GSE97585.Homo_Sapiens.H3K27ac.b2/SRR5442308_2.fastq.gz
HCT116.GSE99519.Homo_Sapiens.YY1.b1	GSE99519	GSM2774000	SRR6010258	Homo_Sapiens	1	1	253	5027362	1	1	0	YY1	MboI	HCT116	results/fastqs/raw/logs/download_srr_fastqs.o5027362-253	results/fastqs/raw/HCT116.GSE99519.Homo_Sapiens.YY1.b1/SRR6010258_2.fastq.gz
HCT116.GSE99519.Homo_Sapiens.YY1.b1	GSE99519	GSM2774000	SRR6010259	Homo_Sapiens	1	2	254	5027362	1	1	0	YY1	MboI	HCT116	results/fastqs/raw/logs/download_srr_fastqs.o5027362-254	results/fastqs/raw/HCT116.GSE99519.Homo_Sapiens.YY1.b1/SRR6010259_2.fastq.gz
Jurkat.GSE99519.Homo_Sapiens.YY1.b1	GSE99519	GSM2774001	SRR6010260	Homo_Sapiens	1	1	255	5027362	1	1	0	YY1	MboI	Jurkat	results/fastqs/raw/logs/download_srr_fastqs.o5027362-255	results/fastqs/raw/Jurkat.GSE99519.Homo_Sapiens.YY1.b1/SRR6010260_2.fastq.gz
Jurkat.GSE99519.Homo_Sapiens.YY1.b1	GSE99519	GSM2774001	SRR6010261	Homo_Sapiens	1	2	256	5027362	1	1	0	YY1	MboI	Jurkat	results/fastqs/raw/logs/download_srr_fastqs.o5027362-256	results/fastqs/raw/Jurkat.GSE99519.Homo_Sapiens.YY1.b1/SRR6010261_2.fastq.gz
K562.GSE99519.Homo_Sapiens.YY1.b1	GSE99519	GSM2774002	SRR6010262	Homo_Sapiens	1	1	257	5027362	1	1	0	YY1	MboI	K562	results/fastqs/raw/logs/download_srr_fastqs.o5027362-257	results/fastqs/raw/K562.GSE99519.Homo_Sapiens.YY1.b1/SRR6010262_2.fastq.gz
K562.GSE99519.Homo_Sapiens.YY1.b1	GSE99519	GSM2774002	SRR6010263	Homo_Sapiens	1	2	258	5027362	1	1	0	YY1	MboI	K562	results/fastqs/raw/logs/download_srr_fastqs.o5027362-258	results/fastqs/raw/K562.GSE99519.Homo_Sapiens.YY1.b1/SRR6010263_2.fastq.gz
iPSC-WT.GSE150906.Homo_Sapiens.H3K27me3.b1	GSE150906	GSM4560486	SRR11816734	Homo_Sapiens	1	1	259	5027285	1	1	0	H3K27me3	MboI	iPSC-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-259	results/fastqs/raw/iPSC-WT.GSE150906.Homo_Sapiens.H3K27me3.b1/SRR11816734_2.fastq.gz
iPSC-WT.GSE150906.Homo_Sapiens.H3K27me3.b1	GSE150906	GSM4560487	SRR11816735	Homo_Sapiens	1	2	260	5027285	1	1	0	H3K27me3	MboI	iPSC-WT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-260	results/fastqs/raw/iPSC-WT.GSE150906.Homo_Sapiens.H3K27me3.b1/SRR11816735_2.fastq.gz
iPSC-MUT.GSE150906.Homo_Sapiens.H3K27me3.b1	GSE150906	GSM4560488	SRR11816736	Homo_Sapiens	1	1	261	5027285	1	1	0	H3K27me3	MboI	iPSC-MUT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-261	results/fastqs/raw/iPSC-MUT.GSE150906.Homo_Sapiens.H3K27me3.b1/SRR11816736_2.fastq.gz
iPSC-MUT.GSE150906.Homo_Sapiens.H3K27me3.b1	GSE150906	GSM4560489	SRR11816737	Homo_Sapiens	1	2	262	5027285	1	1	0	H3K27me3	MboI	iPSC-MUT	results/fastqs/raw/logs/download_srr_fastqs.o5027285-262	results/fastqs/raw/iPSC-MUT.GSE150906.Homo_Sapiens.H3K27me3.b1/SRR11816737_2.fastq.gz
